index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
24,0.97,239.672,247.38,"Imagine this, and emergency legislation to deal with the emergency emergency related, you cannot make this stuff up.",5,,
25,0.97,247.38,254.487,"In response to this, Councilmember Teresa Mosqueda canceled the committee.",5,,
26,0.97,254.487,266.332,I appreciate her repeatedly Desertingãraising revenues and I look forward to your continued support even though I really disagree with her decision to cancel the meetings.,5,,
27,0.97,267.033,288.821,"My office, and our movement Totall reject the allegedly go reasons from Councilmembers Gonzales and others in the establishment, in demanding that committee discussion on the Amazon tax legislation be shutdown because it is not meet the criteria in the governor's proclamation of necessary legislation to respond to the Covid emergency.",5,,
28,0.97,288.821,302.035,I held a conference with one of the attorneys who worked alongside the movement for the Seatac $15 minimum wage to explain why there is no defensible legal rationale for shutting down the hearings on tax Amazon.,5,,
29,0.97,302.035,306.539,Let's be very clear here.,5,,
30,0.97,306.539,321.154,"The Democratic party political establishment is trying to use the cover of legal arguments, and not very confident ones at that, to try to squash the movement and a growing movement, and protect big business from taxation.",5,,
31,0.97,321.154,326.626,"These public hearings are not just for Councilmembers to learn about the legislation, these are opportunities for working people to continue building our movement.",5,,
32,0.97,326.626,331.731,The government is not going to let the establishment stop us with of these maneuvers.,5,,
33,0.97,331.731,363.196,"And at the press conference on Friday, I announced that as the budget committee was unwilling to me to continue deliberations on this legislation, then I would do so as chair of the Sustainability and Renters rights Committee, and so here we are tonight, and I want to welcome the 70 of you who are attending on various channels we have set up and I'm sure many more will be joining in the minutes presently, and that is in addition to those of you watching on Seattle channels and listening on the Council listen line.",5,,
34,0.97,363.196,379.011,"Thank you so much for this information and technology Department, the clerk's office, and the Council communications Department, and the Seattle general staff for helping to facilitate tonight's Online meeting, and to ensure the public can fully attend this meeting.",5,,
35,0.97,379.011,381.08,I really appreciate all your work.,5,,
36,0.97,381.08,405.638,"We will hear an important report tonight from the city council staff on the jobs benefits of tax Amazon and we have two excellent community panels, but first the workers to discuss tax Amazon and the second, of Renters, or also working people, who share with us all of what they are doing to fight back against greedy landlords.",5,,
37,0.97,405.638,411.344,"If there is no objection to the agenda than it will be adopted, but there is no other Councilmember, so the agenda is going to be adopted.",5,,
38,0.97,411.344,435.668,"Before we go to the public Testimonies, I want to share with you all some news about Imogene Williams, who many of you may know as a long time fighter for working people, for social justice, and who is older than most of us in age, yet has put many of us younger people to shame with her boundless energy and courage.",5,,
39,0.97,435.668,444.043,"I am deeply saddened to share from her family that she has suffered a debilitating fracture, but we are thankful that she will be surrounded by her loving family, and her loved ones.",5,,
40,0.97,444.043,448.281,Imogene has been a fierce proponent on the Amazon tax.,5,,
41,0.97,448.281,458.858,"When she spoke at City Hall chambers against the shameful repeal of the 2018 Amazon attacks, she sent fire coursing through my veins.",5,,
42,0.97,458.858,479.979,"When the somebody might have given up, got demoralized, or even sold out in the face of the obstacles from the political establishment and this hostile system, imaging has been one of the rare leaders who has never lost her courage or her integrity, her love for her fellow beings have never dulled, and she has never stopped fighting.",5,,
43,0.97,479.979,491.991,"And, in her spirit, despite all the adversity facing her, she is with her family at home right now watching this Committee.",5,,
44,0.97,491.991,496.062,Our love and solidarity to you and your family has been an honor to fight alongside of you.,5,,
45,0.97,497.363,504.804,"At this time, we will open the remote public comment period for items on today's agenda, or within the committee's Purview.",5,,
46,0.97,504.804,513.513,"The public comment for this meeting, I am going to have it for about 10 minutes because we have a long agenda.",5,,
47,0.97,513.513,517.25,Each Speaker will be given one minute to speak.,5,,
48,0.97,517.25,521.621,I will call on each Speaker by name and in the order in which they register on the councils Website.,5,,
49,0.97,521.621,525.625,"If you are not registered to speak, but would like to, please sign up.",5,,
50,0.97,525.625,527.326,If we have time we will include you.,5,,
51,0.97,527.326,531.364,"And, the public comment link is also listed on today's agenda.",5,,
52,0.97,531.364,545.978,"Once I call a Speaker's name, staff from my office will Unmute the appropriate microphone and an automatic prompt of you will be a muted is the speakers Queue that you have your turn to speak.",5,,
53,0.97,545.978,554.954,"Please begin speaking by stating your name, and every Speaker will hear a Chime when 10 seconds are left of the allotted time.",5,,
54,0.97,554.954,580.513,"I'm really sorry, I observed that it seems to disoriented the speakers, and it makes you feel like you have to start speaking at that moment, please know that when you hear a Chime, you have 10 seconds left still, so you do not have to start speaking at that second, but that is when you need to wrap up your public comments and make sure that you finish before your 10 seconds are up, because if you do not and at that time, the microphone will be automatically muted to allow us to call on the next Speaker.",5,,
55,0.97,580.513,590.289,"The public comment period is now open, and I will be reading the names of the people who are going to be speaking.",5,,
56,0.97,590.289,593.759,The first Speaker is eva Metz.,5,,
57,0.97,599.765,605.538,"Hi, I am a Renter in district 2, and a member of social alternative.",6,,
58,0.97,605.538,615.648,On the Democratic establishment for using bureaucratic and the critic arguments to end the meetings on tax Amazon.,6,,
59,0.97,615.648,622.154,I think it is unfortunate that Councilmembers Teresa Mosqueda and Councilmember Tammy Morales failed to show up tonight.,6,,
60,0.97,622.154,631.53,Thank you for putting tax Amazon on the agenda and giving an example for the kind of politics we need in this time.,6,,
61,0.97,631.53,662.395,"I think that capitalism is demonstrating itself to be completely a failed system, a crises and a recession .2 be clear, the politicians who refuse to tax the wealthy are not taking a neutral position, there are making sure that the cost of this crisis will be paid for by ordinary people--austerity budgets, and they are helping to make sure that the Superrich continue to profit off this crisis.",6,,
62,0.97,662.395,668.134,"I think that we need a new party, we need to tax Amazon, and ultimately, we need a different kind of society than capitalism, thank you.",6,,
63,0.97,668.367,669.335,The next Speaker.,7,,
64,0.97,670.903,678.778,"It evening, Councilmember Sawant, it is nice to chat with you tonight.",8,,
65,0.97,678.778,681.28,While I'm on the phone with you I'm looking at $.38.,8,,
66,0.97,681.28,694.293,I put $.38 on the calendar to remind myself that our current deficit is $.38 per person per day.,8,,
67,0.97,694.293,699.832,"Seattle has a budget of $6.5 billion, we are only short $110 million, that is only a shortfall of 1.5%.",8,,
68,0.97,699.832,703.235,"This is not an emergency, and according to the governor, we should not be meeting.",8,,
69,0.97,703.235,708.908,"Tomorrow, but I would like you to do and other Councilmembers to do is to figure out how to save $.38 for every single person living in Seattle.",8,,
70,0.97,708.908,710.209,Here are a few ideas.,8,,
71,0.97,710.209,719.852,Maybe the city doesn't need to purchase hundreds of new cars and trucks for employees.,8,,
72,0.97,719.852,723.556,I noticed your cars and trucks are all newer than mine and I drive a really nice car.,8,,
73,0.97,723.556,725.224,Our budget shortfall is not a crisis.,8,,
74,0.97,725.224,727.159,The city does not need another had tax.,8,,
75,0.97,727.159,729.028,Creating jobs for the unemployed is a crisis.,8,,
76,0.97,729.028,735.668,Building affordable housing right now is the emergency.,8,,
77,0.97,735.668,742.842,The city resale businesses create employment opportunities and help the industry produce tens of thousands of affordable places to live and help us create tens of thousands of new construction jobs.,8,,
78,0.97,742.842,744.276,Please don't waste taxpayer money.,8,,
79,0.97,744.51,745.411,"Next, we have Rosie Daniels.",9,,
80,0.97,745.711,763.562,"Hi, my name is Rosie Daniels I'm registered in district 3, Councilmember Sawant district and I am a member of such alternatives and my thoughts go out to Imogene and her family right now.",10,,
81,0.97,763.562,785.084,"For those who are not familiar with the process of are, the tax Amazon movement, we created three different Congress is so far to figure out how to win and we have to be independent because we have seen that you cannot depend on the Democratic party establishment to act in our interest, which has been exhibited over where all the Councilmembers refused to do their jobs and show face.",10,,
82,0.97,785.084,787.219,We are going to have to do it ourselves.,10,,
83,0.97,787.219,800.933,"Without the tax initiative, we desperately need for the establishment is refusing to do the only thing that would make democracy possible during this pandemic by leaving us with no other option.",10,,
84,0.97,800.933,807.006,We are going to collect signatures in a socially distant and safe way from now through the July deadline and we are Ramping up to involve hundreds of volunteers.,10,,
85,0.97,807.006,813.512,"Our movement has--we decided to do it, so the Saturday we are starting off, go to tax Amazon/Events to get involved.",10,,
86,0.97,813.512,814.38,Thank you.,10,,
87,0.97,817.483,819.251,Our next Speaker is Pamela Woodruff.,11,,
88,0.97,822.988,827.96,Can you hear me okay?,12,,
89,0.97,827.96,828.761,Yes.,13,,
90,0.97,828.761,834.5,"Hello, I am Pamela Woodruff, thank you for the opportunity to speak, Councilmember Sawant.",14,,
91,0.97,834.5,839.538,I'm Commenting on item number two on tonight's agenda.,14,,
92,0.97,839.538,843.375,I am a housing provider of one backyard cottage in North Seattle.,14,,
93,0.97,843.375,852.751,We received the permit in 2009.,14,,
94,0.97,852.751,857.99,"Is a social worker who has worked in medical settings for 20 years, I understand the serious ramifications of increased homelessness during a pandemic.",14,,
95,0.97,857.99,860.292,"None of us want to Evict tenants, especially now.",14,,
96,0.97,860.793,877.91,"However, I am dismayed that small housing providers are now required to defer rental income for six or more months of installment payments while still being expected to provide housing along with the expenses of repairs, renovations, loans, mortgages, utilities, and taxes.",14,,
97,0.97,877.91,887.019,"As a person in my 60s, Covid, my ability to supplement my income is severely curtailed for months to come.",14,,
98,0.97,887.019,894.593,I urge the committee to provide additional immediate financial relief to us small housing providers to offset the loss of income.,14,,
99,0.97,894.593,896.028,Thank you so much for listening.,14,,
100,0.97,898.364,900.165,Our next Speaker is Barbara Finney.,15,,
101,0.97,907.473,910.409,"Hi.Thank you very much, Councilmember Sawant for holding this hearing.",16,,
102,0.97,910.409,915.447,I hope all the other Councilmembers are watching.,16,,
103,0.97,915.447,922.154,"My name is Barbara Finney, I live in district 5, and I am a member of the tax Amazon movement.",16,,
104,0.97,922.154,938.07,"There is a number of groups that I belong to that support the Sawant Tammy Morales legislation to fund Covid-19 really for workers, massive expansion of green jobs and social housing.",16,,
105,0.97,938.07,942.741,These are the 32nd legislative district Democrats.,16,,
106,0.97,942.741,955.754,"Seattle Democratic Socialists of America, Seattle 350, a Puget sound Alliance for retirement action, why is there so much momentum for tax Amazon?",16,,
107,0.97,955.754,960.159,Because it is either a choice between we are going to get austerity or public investment.,16,,
108,0.97,960.159,971.67,"So, we need to tax, make a corporate tax, which is very fair on the biggest businesses in Seattle to fund public investments.",16,,
109,0.97,971.67,972.971,It is desperately needed now.,16,,
110,0.97,972.971,973.639,Thank you.,16,,
111,0.97,973.872,975.24,Our next Speaker.,17,,
112,0.97,991.557,993.692,"Hello, my name is Luis, can you hear me now?",18,,
113,0.97,993.692,994.326,Yes.,19,,
114,0.97,994.326,1019.918,"I live in district 6. I support the premise that businesses that feel Seattle's viability and economy should also find a way to help solve the pressing problems in this proposal, the Covid-19 impact on citizens, the affordable housing crisis, and carbon reduction.",20,,
115,0.97,1019.918,1039.772,"I support efforts for the city Council, the business community, to cooperate and respond to these pressing social issues and urge the city and the business community to enlist the help, perhaps even further in the county in the region, to create funds to address these issues.",20,,
116,0.97,1039.772,1052.584,I asked that my civic and business leaders engage for the good of the community and that they help make the community successful.,20,,
117,0.97,1052.584,1055.654,Thank you.,20,,
118,0.97,1055.654,1060.092,"Last, we have Karen Taylor.",21,,
119,0.97,1060.092,1062.361,My name is Karen Taylor.,22,,
120,0.97,1062.361,1064.396,"Hello, my name is Karen Taylor.",22,,
121,0.97,1064.396,1072.304,I'm going to talk a little bit about something we did with the transit writers Union but I'm speaking frankly on my own behalf.,22,,
122,0.97,1072.304,1101.333,"I organize the transit writers Union socially distanced in person protest asking for a big business tax, and I and others dared to put our family's lives at risk to yet again say that we need this tax.",22,,
123,0.97,1101.333,1119.051,"And as our Speaker mentioned, I, at the union's request, went and campaigned for Herbold even though that is not my district, I fought for her and I wish she would fight for me.",22,,
124,0.97,1119.051,1120.652,We take risks all the time.,22,,
125,0.97,1120.652,1123.655,I would really like her to take a risk and do this tax.,22,,
126,0.97,1123.655,1129.161,I do not know how many times I'm going to have to call and talk about this.,22,,
127,0.97,1129.161,1137.87,I'm spending all my money on Amazon now for my food stamps because they are the only place that delivers and takes them that I know of.,22,,
128,0.97,1137.87,1139.771,I really wish they would help us out.,22,,
129,0.97,1139.771,1143.575,"Thank you very much, Kshama.",22,,
130,0.97,1143.575,1146.512,Thank you so much Karen and everybody who spoke in public comment.,23,,
131,0.97,1146.512,1165.297,I will go ahead and close the public comment period and we will go on to the remaining portion of our Committee.I wanted to . a statement that Councilmember Teresa Mosqueda has sent to me to . out publicly.,23,,
132,0.97,1165.297,1166.832,Thank you for reaching out to my office.,23,,
133,0.97,1166.832,1170.602,They need for revenue and resources to address the Covid- 19 is great.,23,,
134,0.97,1170.602,1190.522,"This virus has exacerbated already existing inequities for many Seattle residents, including women, people of color, immigrants, low income workers, working families, small business owners, many in the Lgbt community, and for the on the house to neighbors.",23,,
135,0.97,1190.522,1194.393,"I support any conversation that begins to address our communities need during the Coronavirus emergency, and beyond.",23,,
136,0.97,1194.393,1208.807,The ability to respond to the public health crisis and economic hardship created and worsened by Covid requires philanthropic efforts and strong maintenance of the safety net.,23,,
137,0.97,1208.807,1223.422,"The philanthropic efforts are greatly appreciated but philanthropic support coupled with existing government resources alone are not enough to meet the mounting community needs caused by, and made worse by Covid.",23,,
138,0.97,1223.422,1244.876,"The reality is that now is a crucial time to provide immediate relief to our community, including working families, small businesses, food security housing assistance, child care support, and direct cash assistance, and it is clear the funding emergency caused by Covid response and relief.",23,,
139,0.97,1244.876,1265.998,"The evolving legal analysis says otherwise, which Frustrates me, but I support the Council President's recommendation to both ensure we are in compliance with the proclamation issued by Governor Ensley to public agencies that direct any action during the Covid-19 emergency, and to protect the health and safety of city employees and attendees.",23,,
140,0.97,1265.998,1272.604,"I remain committed to passing sustainable progressive revenue at the city level to respond to the crisis, and its lingering effects.",23,,
141,0.97,1272.604,1277.075,I look forward to engaging in that process as soon as we get further notice from our law Department moving forward.,23,,
142,0.97,1277.075,1297.062,"In the meantime, I have held other public engagement opportunities, to adjust to the economic realities of Covid, the forum I hosted May 14 which included national and local leaders who describe the stark economic reality imposed upon us and how to build an economy that centers equity, not austerity.",23,,
143,0.97,1297.062,1309.141,"We will continue to highlight the importance of new revenue proposals to overcome this budget crisis in the weeks ahead, and look forward to future committee discussions as soon as we are allowed.",23,,
144,0.97,1309.141,1312.811,"Thank you for your engagement, and stay safe ..",23,,
145,0.97,1312.811,1315.847,I really appreciate Teresa Mosqueda sending the statement so I could . it.,23,,
146,0.97,1315.847,1335.567,"I strongly agree with her that this is a crucial time to provide immediate relief to our community, and to create jobs, and that we cannot do that with the existing public revenues, especially in the face of immediate austerity that we are facing, and I will talk about that a little bit more.",23,,
147,0.97,1335.567,1352.184,"Of course, as I have said to her and publicly, I do not agree with the decision to cancel the meetings, and I don't accept as credible this fear that as elected leaders we are going to be sued for holding a meeting on an emergency during an emergency.",23,,
148,0.97,1352.184,1370.702,"But, it is extremely important that we have Teresa Mosqueda and having said repeatedly that she really, it is her desire to have progressive revenues.",23,,
149,0.97,1370.702,1379.811,"I also agree with Karen, who spoke in public comment just now and said that, you know, ordinary people, they fight on the front lines to get their representatives elected.",23,,
150,0.97,1379.811,1383.715,"And, as Karen said, she has fought, she wants her elected representative to fight for her.",23,,
151,0.97,1383.715,1405.437,"And, that is the kind of responsibility that we need elected representatives to take seriously, that once we get elected, this is not our position personally, it is the position that belongs to the people, and I think that I take that response ability seriously, that is why we are holding the committee tonight, I'm really happy for all the people who have joined us.",23,,
152,0.97,1405.437,1421.653,"What was talked about extensively in the previous two meetings was a central aspect of the crisis we are facing, this recession that is now already in many aspects worse than the great depression, imagine that.",23,,
153,0.97,1421.653,1426.358,We are going to be living through a crisis that in many respects is going to be worse than the great depression.,23,,
154,0.97,1426.358,1431.963,"But, you know, the central component of this crisis is the massive joblessness.",23,,
155,0.97,1431.963,1436.101,"And, the central component of our legislation is jobs creation.",23,,
156,0.97,1436.101,1451.149,"And that has not been talked about hardly at all in the committee meetings that we have had so far, and so this Committee is going to take advantage of some numbers that we have received, and we have staff here to help us with it.",23,,
157,0.97,1451.149,1454.986,"But just a little bit of background, the unemployment numbers right now are absolutely staggering.",23,,
158,0.97,1454.986,1461.493,Nearly 40 million workers throughout America have lost their jobs in nine weeks.,23,,
159,0.97,1461.493,1467.098,"Over 150,000 of Seattle's workers are part of those terrifying statistics.",23,,
160,0.97,1467.098,1477.509,"It is terrifying, because when people are living paycheck to paycheck, when you literally do not have a pitch, what are you supposed to do?",23,,
161,0.97,1477.509,1490.121,"We know these numbers are Underestimating because they exclude people who work in the gig economy like Uber drivers, workers in the informal economy, and people who had the hours reduced.",23,,
162,0.97,1490.121,1491.99,"But, not completely eliminated.",23,,
163,0.97,1491.99,1508.807,"The new jobs data for the Amazon tax, which our city council will present in Video shortly detail what this fight is really about.",23,,
164,0.97,1508.807,1529.327,"We have 2 choices, Seattle's political establishment can choose to side with working people, and save lives and rebuild our community, in the wake of Covid by investing in jobs, housing, and a green new deal, and then, by taxing big business and the wealthy, or, they can double down on the misery with savage austerity policies that are openly being advocated by the corporate elite, the Mayor, and the Seattle editorial board.",23,,
165,0.97,1529.327,1558.79,"In the 9 weeks since the Covid shutdown began, nearly 1.2 million Washington state workers have filed for unemployment, including over 350,000 in King County, that is one out of every four workers in Washington state, one out of every four workers is just absolutely frightening, these numbers.",23,,
166,0.97,1558.79,1575.006,"Economists have stated that we are entering a period of long and profound economic disruption with long-term impacts on access to jobs, housing, and other basic necessities of life.",23,,
167,0.97,1575.006,1583.181,Eight Harvard economist that studies recessions estimates that we might see the mother of all financial crises.,23,,
168,0.97,1583.181,1609.14,"By comparison to the present moment, the great depression lasted a decade with unemployment peaking at about 25%, and the Federal Reserve now estimates that unemployment in the Covid crisis could Peek at 30%, well above the great depression peak.",23,,
169,0.97,1609.14,1612.844,"The political establishment has already announced the first round of austerity for the city's budget, 10% budget cuts.",23,,
170,0.97,1612.844,1616.915,"Two quote of the Urbanist, who recently noted, a 10% cut to the general fund would be devastating.",23,,
171,0.97,1616.915,1629.361,"The austerity meat Cleaver will hit social services that people count on, especially during a pandemic recession.",23,,
172,0.97,1629.361,1642.073,"That is a quote from the Urbanist which clearly explains that a 10% cut at the city level is going to be devastating, and that is just the opening salvo for big business and the political establishment.",23,,
173,0.97,1642.073,1653.451,"This is our choice, tax Amazon for jobs, housing, and emergency relief to relieve suffering and rebuild the community, or to insist on austerity that will only double down on the misery for all of us, while protecting the rich and powerful?",23,,
174,0.97,1653.451,1661.393,"And, that is really the central question that is facing our city, who will pay for the Covid crisis?",23,,
175,0.97,1661.393,1661.693,Austerity?,23,,
176,0.97,1661.693,1667.065,"Working people, small businesses, small landlords?",23,,
177,0.97,1667.065,1681.68,"Our City Council central staff has consulted with industry experts and determined that in aggregate, the tax Amazon legislation would create or support 34,000 jobs over the course of the first 10 years of this legislation.",23,,
178,0.97,1681.68,1696.995,"These jobs will be newly created, like the social work positions and other jobs in supportive housing, or supported through increased demand for construction work to build new social housing, and to upgrade existing homes with Energy-Efficient investments.",23,,
179,0.97,1696.995,1711.943,"So, let's turn out to the central staff who have been kind enough to put together information on the jobs that would be created with our tax Amazon legislation investments.",23,,
180,0.97,1711.943,1717.048,"Please introduce yourself for the record and take over with your Slideshow, thank you.",23,,
181,0.97,1717.048,1722.52,"Thank you, Councilmember Sawant.",24,,
182,0.97,1722.52,1723.321,-- central staff.,24,,
183,0.97,1723.321,1725.59,I'm going to attempt to share my screen here.,24,,
184,0.97,1725.824,1726.758,"Tracy, if you want to Ellipse",24,,
185,0.97,1726.758,1731.062,"Tracy Radcliffe, council center staff.",25,,
186,0.97,1731.062,1733.465,"Okay, it is not working.",26,,
187,0.97,1733.465,1734.299,Yep.,27,,
188,0.97,1734.566,1735.1,Great.,28,,
189,0.97,1736.868,1737.736,Okay.,29,,
190,0.97,1737.736,1760.792,"Thank you Councilmember Sawant, at your request we put together information to demonstrate the number of jobs that could be supported by the proposed investments in social housing and green new deal strategies to describe the Council bill, CB 119774, that accompanies the proposed payroll tax.",29,,
191,0.97,1760.792,1767.832,Before we present that information we want to highlight a few of the Caveats to be aware of when using this information.,29,,
192,0.97,1767.832,1777.275,"Following that, we will have key terms and estimates for the two categories of spending.",29,,
193,0.97,1777.275,1783.648,Estimates we will present tonight were developed using a number of sources that employ different Methodologies to estimate jobs supported by the proposed investments.,29,,
194,0.97,1783.648,1798.096,This is just one approach to roughly estimate jobs that could be supported and is based on a number of assumptions.,29,,
195,0.97,1798.096,1802.567,"The actual number of jobs as you noted, created or supported, may be higher or lower than what is described here.",29,,
196,0.97,1802.567,1808.239,"As an example, the estimates assume that the amount of revenue that will be generated by the proposed payroll tax will bring in approximately $500 million annually.",29,,
197,0.97,1808.239,1813.511,"With about $370 million invested in the social housing, and about 120 million invested in green new deal investments annually.",29,,
198,0.97,1813.511,1825.256,"If those estimates of the revenue generated from the tax are higher or lower than what actually comes in, the job estimates would also change.",29,,
199,0.97,1825.256,1839.637,"Further, the estimates do not account for jobs that may be lost because of changes in an industry resulting from these policy changes or the Resection Ãreductions in jobs.",29,,
200,0.97,1839.637,1840.071,Sorry.,29,,
201,0.97,1840.071,1846.377,"So, before moving into the estimates we wanted to highlight these key terms that we might reference the presentation.",29,,
202,0.97,1846.377,1870.368,"Job estimates can be measured as direct, those jobs supported by the project itself, and Rec, those jobs supported in supplying the inputs to the project, or reduced, those job supporting goods and services to those people in jobs supported directly and indirectly by the investments.",29,,
203,0.97,1870.368,1874.672,"Some of the estimates provided tonight include just direct jobs, while others include a combination of direct, indirect, and induced jobs.",29,,
204,0.97,1874.672,1878.71,I also want to emphasize why we are using the term jobs recorded versus created.,29,,
205,0.97,1878.71,1894.726,"We use this for the construction related investments because the investments may provide ongoing work for an existing worker rather than providing a new job a person or a person not currently working, or not currently working in that industry.",29,,
206,0.97,1894.726,1902.934,"This is particularly applicable in an economic downturn were the only working construction or the majority of work in construction, for existing workers, maybe those projects are supported by these Public- sector investments.",29,,
207,0.97,1903.167,1914.045,"With that, I will turn it over to Tracy, who will describe the assumptions and estimates from the social housing investments.",29,,
208,0.97,1914.045,1919.15,"Thanks, Holly, some of you to slide three, and the assumptions and information that underpin the job estimates for the social housing investment.",30,,
209,0.97,1919.15,1930.528,"First as Allie mentioned, the job estimates are based on specific proposals regarding the number, types of housing.",30,,
210,0.97,1930.528,1942.273,"The specific job estimates for new construction housing developments were based on the April 2015 national cessation of homebuilders report, that showed each newly constructed 100 unit multifamily building supports 90 direct and indirect jobs, and 70 induced jobs.",30,,
211,0.97,1942.273,1954.085,"The specific job estimates for ongoing staffing for new permanent supported housing projects are based on the city's experience with such projects, which showed on average it takes 20 staff to support the ongoing operations and services of the properties.",30,,
212,0.97,1954.085,1962.593,Staffing can be less or more depending on the level of services that are provided at such projects.,30,,
213,0.97,1962.593,1984.315,"Looking at the table on the slide 4, we see the spending plan is at about 500 units of affordable housing funded in the first five years of the tax, and an additional 3100 units funded by your 10 for a total of 6600 units by the end of 10 years.",30,,
214,0.97,1984.315,1991.856,"We estimate these units will support 3150 direct and indirect jobs by the end of five years, and 2790 additional jobs by year 10 for a total of 5940 jobs by the end of 10 years.",30,,
215,0.97,1994.025,2011.142,"In addition, 2485 induced jobs will be supported by the end of five years, and an additional 2200 jobs will be created by the end of 10 years, for a total of 4686 induced jobs by the end of 10 years.",30,,
216,0.97,2011.142,2021.319,"Total in these altogether, direct, indirect, and induced jobs, we--we each reach a total of 5635 jobs supported and 10,626 in the first 10 years.",30,,
217,0.97,2021.319,2027.825,It should be noted that these units will be funded and constructed over a period of 10+ years.,30,,
218,0.97,2027.825,2041.239,"As it relates to the job estimates for new permanent supportive housing projects, the spending plan assumes that 1400 units of Psh will be funded in the first five years, and an additional 1300 units by year 10 for a total of 2700 Psh units.",30,,
219,0.97,2041.239,2048.079,"Assuming the average size of such project is 100 units, this equates to 14 new Psh buildings being funded during the first five years.",30,,
220,0.97,2048.079,2050.348,That will result in 280 direct jobs.,30,,
221,0.97,2050.348,2069.667,"By your 10, an additional 13 Psh projects will be funded, requiring an additional 260 direct jobs, for a total of 540 jobs in the first 10 years.",30,,
222,0.97,2069.667,2075.506,"Again, these Psh projects will be constructed and completed over a period of 10+ years in the job supporting these projects will happen over the same time period.",30,,
223,0.97,2075.506,2076.307,"Thanks, Tracy.",31,,
224,0.97,2076.307,2083.714,"So, now we will move to discuss the green new deal related investments and the job estimates supported by those investments.",31,,
225,0.97,2083.714,2090.788,"First, I will walk through some of the assumptions that estimates, and that I will present the numbers.",31,,
226,0.97,2090.788,2097.695,"There is no common methodology to estimate jobs that may be supported for these investments, which is why we have provided estimates using two different Methodologies.",31,,
227,0.97,2097.695,2109.874,"We first estimated the number of jobs that could be supported using a rule of thumb approach by using the industry that assumes that for every $1 million in energy efficiency investments, 17 jobs are supported.",31,,
228,0.97,2109.874,2114.345,The city also has a jobs tool that was created to simply project the number of local contractor jobs.,31,,
229,0.97,2114.345,2127.391,"Thus, this estimate is substantially lower, because it is really looking at a specific sector of direct employment that could be supported by these investments.",31,,
230,0.97,2127.391,2134.465,"It is also important to note that for this analysis, the green new deal investments were assumed to be entirely dedicated to converting homes from a fossil fuel based heat sources to electric heat pumps.",31,,
231,0.97,2134.465,2144.242,"However, the spending plan as currently drafted contemplates a broader range of investments that would be determined with input from the to be established green new deal oversight board.",31,,
232,0.97,2144.242,2146.611,Investments directed towards a different strategy may impact these estimates.,31,,
233,0.97,2151.883,2156.387,This slide presents an estimate of jobs calculated by the methods described.,31,,
