index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
65,0.97,289.422,297.93,Are there any other comments on the motion to hold Council bill 120119 until August 9th?,30,,
66,0.97,297.93,310.143,"Hearing no objection or additional comments on the motion, will the clerk please call the role on the motion to hold Council bill 120119 until August 9th, 2021?",30,,
67,0.97,310.143,311.344,Herbold?,31,,
68,0.97,311.344,312.745,Yes.,32,,
69,0.97,312.745,313.546,Juarez?,33,,
70,0.97,313.546,315.148,Aye.,34,,
71,0.97,315.148,315.615,Lewis?,35,,
72,0.97,315.615,318.217,Yes.,36,,
73,0.97,318.217,318.685,Pedersen?,37,,
74,0.97,318.685,319.252,Yes.,38,,
75,0.97,319.252,320.053,Sawant?,39,,
76,0.97,320.053,321.054,Yes.,40,,
77,0.97,321.054,321.921,Strauss?,41,,
78,0.97,321.921,324.724,Yes.,42,,
79,0.97,324.724,325.358,President Gonzalez?,43,,
80,0.97,325.358,329.228,Yes.,44,,
81,0.97,329.228,330.596,"Seven in favor, none opposed.",45,,
82,0.97,330.596,335.435,"The motion carries and the bill is held until August 9th, 2021.",46,,
83,0.97,335.435,341.574,Are there further comments on the amended agenda?,46,,
84,0.97,341.574,344.31,"Hearing none, will the clerk please call the roll on the amended agenda?",46,,
85,0.97,344.31,345.478,Herbold?,47,,
86,0.97,345.478,347.08,Yes.,48,,
87,0.97,347.08,348.481,Juarez?,49,,
88,0.97,348.481,350.149,Aye.,50,,
89,0.97,350.149,350.55,Lewis?,51,,
90,0.97,350.55,351.751,Yes.,52,,
91,0.97,351.751,352.351,Pedersen?,53,,
92,0.97,352.351,352.985,Yes.,54,,
93,0.97,352.985,353.586,Sawant?,55,,
94,0.97,353.586,354.587,Yes.,56,,
95,0.97,354.587,355.588,Strauss?,57,,
96,0.97,355.588,357.59,Yes.,58,,
97,0.97,357.59,359.058,President Gonzalez?,59,,
98,0.97,359.058,362.895,Yes.,60,,
99,0.97,362.895,364.43,"Seven in favor, none opposed.",61,,
100,0.97,364.43,369.202,The motion carries.,62,,
101,0.97,369.202,372.305,"Okay, colleagues.",63,,
102,0.97,372.305,383.716,We will open the remote public comment period on the introduction referral calendar and work program.,63,,
103,0.97,383.716,387.186,I thank everyone for their ongoing patience as we continue to operate this remote public comment system.,63,,
104,0.97,387.186,389.989,It remains our strong intent to have remote public comment regularly on meeting Agendas.,63,,
105,0.97,389.989,406.839,"As a reminder, the city council holds the right to end public comment if our meetings are not being held efficiently and effectively.",63,,
106,0.97,406.839,409.075,I will moderate the public comment period in the following manner today.,63,,
107,0.97,409.075,411.644,Public comment period for today was scheduled to occur for 20 minutes.,63,,
108,0.97,411.644,417.55,A Speaker will have up to two minutes to address the Council.,63,,
109,0.97,417.55,424.457,"However, we do have a very large volume of individuals signed up and present to address the Council today.",63,,
110,0.97,424.457,454.954,"We have approximately 60, maybe 55 individuals who are witness to provide public comment this afternoon, so in the spirit of wanting to hear from as many folks as we can, I am going to request to have the Council public comment period extended.",63,,
111,0.97,454.954,459.659,"If there is no objection, the public comment period will be extended from 20 minutes to a total of 30 minutes.",63,,
112,0.97,459.659,465.898,"Hearing no objection, the public comment period is extended for a total of 30 minutes.",63,,
113,0.97,465.898,478.311,"I will also need to reduce the amount of time allotted to each Speaker . again, in the spirit of wanting to hear from as many individuals that Preregistered work of the public comment.",63,,
114,0.97,478.311,494.527,"Instead of doing two minutes, I will ask the clerk provide each individual with--let's see.",63,,
115,0.97,494.527,499.398,Let's start off with 60 seconds for each Speaker.,63,,
116,0.97,499.398,512.845,"Again, I may need to reduce that further in order to maximize the number of folks who took the time to sign up for public comment today.",63,,
117,0.97,512.845,517.316,Let's go ahead and set the clock to 60 seconds.,63,,
118,0.97,517.316,526.225,"Thank you, Madam clerk . again, each Speaker is going to have one minute to address the Council.",63,,
119,0.97,526.225,535.601,"Again, each Speaker is going to be called upon based on the order in which they registered on the Council's Website.",63,,
120,0.97,535.601,542.875,The Speaker needs to call in using the phone number used for this registration.,63,,
121,0.97,542.875,552.318,Please keep in mind the number that you are calling into is different from the general meeting listen line Call-In information.,63,,
122,0.97,552.318,563.863,Each Speaker will be called on in the order in which they registered on the Council's Website . Each Speaker is asked to begin addressing the Council by reminding us of your name.,63,,
123,0.97,563.863,572.505,You will hear a prompt of you have been on muted . that means it is your turn to press Star six before you begin to speak.,63,,
124,0.97,572.505,594.727,"Again, once you hear the prompt of you have been on muted, you need to press Star six in order to Unmute yourself . please begin by stating your name, the item you are addressing, and as a reminder, your items should refer to the items on today's agenda or the work program.",63,,
125,0.97,594.727,611.944,"You will hear a Chime at about 10 seconds . that means you have 10 seconds left to wrap up your public comment . If you have not ended your comment at the end of the time provided, your microphone will be muted so I can call on the next Speaker.",63,,
126,0.97,611.944,620.252,"Once you have completed your public comment, Disconnect from the line and follow this meeting on the Seattle channel or one of the listening options on the agenda.",63,,
127,0.97,620.252,621.754,The public comment period is now open.,63,,
128,0.97,621.754,623.356,"Again, I will call on speakers.",63,,
129,0.97,623.356,635.668,"Please press Star six after you hear the prompt of you have been on muted . first three speakers are Howard Gail, Shelby Handler, and Dwight Serrano.",63,,
130,0.97,635.668,636.936,"Howard, welcome.",63,,
131,0.97,636.936,645.077,Good afternoon . Howard Gail.,64,,
132,0.97,645.077,648.314,Last year we have seen the repeated failures of every aspect of our police accountability system.,64,,
133,0.97,648.314,658.024,They held a rare once in six years public forum in February to solicit input on how police complaints should be investigated and promptly voted not to do with the community demanded.,64,,
134,0.97,658.024,671.103,We have seen police accountability Handout meaningless discipline in over 99% of the police abuse cases in the last year.,64,,
135,0.97,671.103,693.826,"Last year we witness the latest failure of the system as the officer of Inspector General released their first findings on police abuse from a 12 member panel that included 7 people that are part of the system including five SPD officers, four of whom had decades of questionable claims against them and only one member that identified as a Protester.",64,,
136,0.97,693.826,700.533,It is as if the city held a piece circle for domestic violence victims.,64,,
137,0.97,700.533,703.769,"This demonstrates the need for full community control over police policy, misconduct, and discipline.",64,,
138,0.97,703.769,705.237,Go to Seattle stop --,64,,
139,0.97,705.237,710.643,"Next up, Shelby Handler.",65,,
140,0.97,710.643,715.047,"Shelby, welcome.",65,,
141,0.97,715.047,717.016,S.T.E.M.,65,,
142,0.97,717.016,717.416,Hi there.,65,,
143,0.97,717.416,737.269,"My name is Shelby Handler and I am a Jewish resident calling from district to, calling in strong support of CB 12142, calling on city Council to support legislation to prohibit SPD from training with all countries that are committing grave, ongoing human rights abuses.",65,,
144,0.97,737.269,752.151,Our city needs to stop spending resources on supporting violations of international law and instead we should put our investments in black led solutions for safety.,65,,
145,0.97,752.151,756.489,"As a Jewish resident, I really want to say this loud and clear.",65,,
146,0.97,756.489,759.225,When we resist white supremacy we are resisting anti-Semitism.,65,,
147,0.97,759.225,782.815,"Don't let anyone tell you otherwise . I know I feel deep in my body when we invest in communities that are most impacted by these systems it makes all of us more safe, including Jewish folks of all races . We need to stop investing in racist and Militarized policing . Thank you so much.",65,,
148,0.97,782.815,783.616,Thank you.,66,,
149,0.97,783.616,788.621,Up next is life Serrano.,66,,
150,0.97,788.621,791.123,Hi.,67,,
151,0.97,791.123,804.17,I am calling to support the upcoming piece of legislation from Councilmember Sawant's office on police accountability.,67,,
152,0.97,804.17,819.151,This piece of legislation will provide findings who we can support the affordable housing project and require landlords to provide relocation when they displace tenants.,67,,
153,0.97,819.151,832.965,The SPD should not have any connection with countries that violate human rights.,67,,
154,0.97,832.965,838.037,This was a huge victory but our community needs much more.,67,,
155,0.97,838.037,851.784,The city council must condemn the community and commit to funding a new hope of family affordable housing projects.,67,,
156,0.97,851.784,854.687,"Again, I --",67,,
157,0.97,854.687,856.755,Thank you.,68,,
158,0.97,856.755,869.101,"Up next is Catherine Wolf, followed by Hannah . go ahead.",68,,
159,0.97,869.368,879.678,Catherine Wolf.,69,,
160,0.97,879.678,879.945,Hi.,69,,
161,0.97,879.945,881.714,I have a lived experience with a deadly exchange.,69,,
162,0.97,881.714,883.415,"It passed in my town, Durham, North Carolina.",69,,
163,0.97,883.415,884.783,It claimed Israeli and hurt black Americans.,69,,
164,0.97,884.783,885.584,It is a lie.,69,,
165,0.97,885.584,886.185,It is sick.,69,,
166,0.97,886.185,894.526,It is dangerous . false narrative like deadly exchange are making our lives hell.,69,,
167,0.97,894.526,904.036,"Jews are getting beaten up, bullied into closing businesses.",69,,
168,0.97,904.036,918.05,"After deadly exchange passed in my town, we try to convince our black neighbors that Jews are not out to get them . Then came posters of Jews with tentacles, Swastikas, Blistering . durum is broken, but Seattle stands a chance.",69,,
169,0.97,918.05,920.452,We get false narratives.,69,,
170,0.97,920.452,926.992,Reject hatred . reject deadly exchange.,69,,
171,0.97,926.992,928.46,Thank you.,69,,
172,0.97,928.46,934.133,"Up next is Hannah, followed by Monty and we will hear from Zachary Andrews.",70,,
173,0.97,934.133,935.334,"Hannah, welcome.",70,,
174,0.97,935.334,956.889,"Hi, I am a Renter in district 3. I think we had the opportunity to pass a bunch of really exciting crucially needed new Legislations in the coming weeks and months I am calling it to urge the city Council to vote yes on five bills and amendments from Councilmember Sawant's office.",71,,
175,0.97,956.889,961.961,This is on the city council.,71,,
176,0.97,961.961,978.844,The resolution to fully fund the new hope affordable housing project which was raised by Swats office and they will create 90 affordable homes and families with historic roots can stay or return to a neighborhood.,71,,
177,0.97,978.844,993.158,Also incredibly important is the bill from Sawant's office to ban the PD from having relations with nations that violate internationally acceptable standards of human rights.,71,,
178,0.97,993.158,1000.532,There are two Renters bills providing relocation assistance for tenants displaced due to rent increases.,71,,
179,0.97,1000.532,1012.444,Next up is Mary and then we will hear from Michael grant.,72,,
180,0.97,1012.444,1032.03,I am a resident of Seattle and the son of a holocaust survivor and I am Council bill 120142 . Please do not think that blaming foreign government for SPD's racism will solve those problems.,73,,
181,0.97,1032.03,1035.667,These are American problems and it doesn't make any sense to start looking for another country to blame.,73,,
182,0.97,1035.667,1037.002,It is potentially quite harmful.,73,,
183,0.97,1037.002,1045.177,Trump has repeatedly blamed China for Covid and has led to an Uptick in Anti-Asian hate crime.,73,,
184,0.97,1045.177,1059.491,This jeopardizes the safety of Jews in our city . This resolution is using Israel as a red herring to distract Seattleites from looking locally at racist policing.,73,,
185,0.97,1059.491,1061.36,I understand the councils temptation to do so.,73,,
186,0.97,1061.36,1075.374,Blaming Jews is convenient and a popular strategy for those looking for a scapegoat for society's problems . Please do not even refer to this Committee.,73,,
187,0.97,1075.374,1079.378,It is a waste of resources and is certainly not going to solve any problems like deep-seated --,73,,
188,0.97,1079.378,1081.013,Thank you for calling in.,74,,
189,0.97,1081.013,1088.821,Zachary Andrews followed by Michael grant and then head mast . Zachary?,74,,
190,0.97,1088.821,1096.695,"Hi, this is Zachary Andrews, a resident of district 3 in Seattle.",75,,
191,0.97,1096.695,1125.124,I am calling to voice my support on the end the deadly exchange initiative as we cannot continue to support the Genocidal state that is Israel and having them train our Seattle police Department . It reinforces the Militarization and continued Terrorize Asian of communities in Seattle and definitively continues support of the genocide of Palestinians in occupied Palestine.,75,,
192,0.97,1125.124,1134.366,I would also like to continue to voice my support for all of the control initiatives that have been put forth by Sawant's office as well.,75,,
193,0.97,1134.366,1136.068,Thank you for your time.,75,,
194,0.97,1136.068,1141.507,"Up next is Zachary, followed by Michael.",76,,
195,0.97,1141.507,1150.449,"I'm sorry, up next is Michael grant followed by head mast.",76,,
196,0.97,1150.449,1154.553,"Hi, my name is Michael.",77,,
197,0.97,1154.553,1173.805,I am a Jewish Renter in district 2 and I deeply implore you to look at the human rights abuses that the Israelis look like.,77,,
198,0.97,1173.805,1185.217,He was a deer role model for me and I hope you do the right thing to end the stain on our city.,77,,
199,0.97,1185.217,1201.233,"I do not consent to the programs carried out in the name of my Jewish safety which comes at the expense of Palestinians, lack and Brown Americans, poor and Working- class people, mentally ill, and all that are affected by the Militarization of our police.",77,,
200,0.97,1201.233,1202.234,Please do the right thing.,77,,
201,0.97,1202.234,1207.139,Thank you on behalf of me and my grandfather for supporting the human rights of people in Seattle and around the world.,77,,
202,0.97,1207.139,1208.974,Thank you for calling in.,78,,
203,0.97,1208.974,1234.132,"I.T., I am just doubling back here . I recall hearing from Michael grant . I am not sure we heard from Zachary Andrews but he is showing up as marked and has spoken on my sheet, so I just want to double check on the status of Zachary Andrews.",78,,
204,0.97,1234.132,1238.57,It doesn't look like Zachary is present.,79,,
205,0.97,1238.57,1239.037,Okay.,80,,
206,0.97,1239.037,1244.276,Thank you so much . Thanks for clarifying.,80,,
207,0.97,1244.276,1246.011,I don't want to skip over anyone inadvertently.,80,,
208,0.97,1246.011,1255.32,Up next is Ed mask.,80,,
209,0.97,1260.425,1264.963,Ed? go ahead.,81,,
210,0.97,1264.963,1287.019,I am speaking in favor of legislation to stop our police from training with countries that consistently violate human rights . The U.S. State Department has identified Israel as one of those countries and I happened to have been at a meeting with then chief of police in Seattle.,82,,
211,0.97,1287.019,1290.422,He was just back from a training in Israel.,82,,
212,0.97,1290.422,1299.798,"The chief observed to us that Israeli forces were not focused on crime prevention, but instead focused on crowd control.",82,,
213,0.97,1299.798,1307.105,That translates easily to suppression of protest . Our police do not need any more training in that.,82,,
214,0.97,1307.105,1310.342,The crime prevention is already not good.,82,,
215,0.97,1310.342,1320.652,We don't want them training in any of the long list of countries that gravely abuse human rights . please vote in favor of the deadly exchange legislation.,82,,
216,0.97,1320.652,1332.264,"Up next, Nevada Basque are followed by Derek guard and Logan swan.",83,,
217,0.97,1335.6,1352.084,"Hi, I am calling to oppose 120142. Seattle has issues with police misconduct and accountability, but those issues have nothing to do with foreign travel or with human rights around the world.",84,,
218,0.97,1352.084,1367.299,Councilmember Sawant is using Seattle's problems to address a Jews focused and it doesn't help Seattle or advance human rights and other countries.,84,,
219,0.97,1367.299,1378.577,It Deflects attention from our own issues and prevents Milla five foreign governments.,84,,
220,0.97,1378.577,1383.415,Choosing Israel or any country for the misuse of the Seattle police Department is ridiculous and slanderous.,84,,
221,0.97,1383.415,1385.016,Laser focus on Seattle's problems.,84,,
222,0.97,1385.016,1390.789,Don't look for scapegoats thousands of miles away.,84,,
223,0.97,1390.789,1399.131,Please do not allow the Council and the city to be used to further foreign policy Agendas.,84,,
224,0.97,1399.131,1399.531,Thank you.,84,,
225,0.97,1399.531,1403.135,"Up next is Derek, followed by Logan.",85,,
226,0.97,1403.135,1407.139,Then we will hear from guy.,85,,
227,0.97,1407.139,1413.445,"Derek, welcome.",85,,
228,0.97,1413.445,1417.149,Derek?,85,,
229,0.97,1417.149,1419.151,I think I see you down there.,85,,
230,0.97,1419.151,1423.422,Go ahead.,85,,
231,0.97,1423.422,1425.924,I.T.,85,,
232,0.97,1425.924,1427.526,", do we still have Derek with us?",85,,
233,0.97,1427.526,1430.562,"Yes, Derek is with us.",86,,
234,0.97,1430.562,1432.164,Okay.,87,,
235,0.97,1432.164,1443.175,"Derek, if you can hear me, please press Star six so we can hear you.",87,,
236,0.97,1446.311,1451.783,I am not able to hear Derek.,88,,
237,0.97,1451.783,1456.488,"Derek, it looks like you are on muted on your end.",88,,
238,0.97,1456.488,1461.193,Please check your actual phone to make sure you are not muted.,88,,
239,0.97,1461.193,1469.501,This is Logan swan.,89,,
240,0.97,1469.501,1471.203,Okay.,90,,
241,0.97,1471.203,1474.072,I have you listed as the previous Speaker.,90,,
242,0.97,1474.072,1481.112,"Logan, go ahead while we have you on and we will double back to Derek.",90,,
243,0.97,1481.112,1481.58,Okay.,91,,
244,0.97,1481.58,1483.315,"Yes, my name is Logan swan.",91,,
245,0.97,1483.315,1490.288,I am a Renter in district 2 in the city of Seattle.,91,,
246,0.97,1490.288,1513.245,"The city council is voting on a very important resolution from Councilmember Sawant, which are office has put forward with the United black clergy to acknowledge the past injustices of racist Redlining and urging the city Council to fully fund the affordable housing project as a step toward making it affordable.",91,,
247,0.97,1513.245,1523.588,"On Monday, August 2ND the city council will commit to funding the housing project which will create 90 affordable homes in the District so families can lay historic roots in the neighborhood.",91,,
248,0.97,1523.588,1536.368,"Last year our black lives matter protests, affordable housing activists and Socialists sped Amazon tax each year to go toward affordable housing.",91,,
249,0.97,1536.368,1540.071,We know our communities need much more work.,91,,
250,0.97,1540.071,1545.744,We need more affordable housing in Seattle.,91,,
251,0.97,1545.744,1549.347,Thank you for calling in today.,92,,
252,0.97,1549.347,1550.649,Okay.,92,,
253,0.97,1550.649,1555.086,Now we are going to go to Derek Belgard.,92,,
254,0.97,1555.086,1564.396,Then we will hear from guy.,92,,
255,0.97,1564.396,1565.664,Apologies for the technology challenge there.,92,,
256,0.97,1565.664,1566.064,Hello.,93,,
257,0.97,1566.064,1567.465,I think you can hear me now.,93,,
258,0.97,1567.465,1568.7,We can hear you now.,94,,
259,0.97,1568.7,1572.57,"Oh, thank you so much . sorry about that.",95,,
260,0.97,1572.57,1578.81,"I am Derek Belgard, an old member of Oregon and Montana.",95,,
261,0.97,1578.81,1582.814,Seattle is grateful for the support in the city for our project.,95,,
262,0.97,1582.814,1598.43,"Construction is 85% complete and in October we will open up Seattle's first affordable housing . As you know, we represent 1% of the overall population but 32% of the chronic homelessness population.",95,,
263,0.97,1598.43,1607.806,We respond to projects that are crucial toward stabilizing our homeless relatives in our community.,95,,
264,0.97,1607.806,1609.341,We have been raising money for five years.,95,,
265,0.97,1609.341,1611.142,We have $1.6 million to go.,95,,
266,0.97,1611.142,1616.982,Councilmember Lewis have identified $1.67 million in unspent money.,95,,
267,0.97,1616.982,1624.055,We appreciate your support in completing the funding to complete our project . I invite you to the Ribbon-Cutting later this year.,95,,
268,0.97,1624.055,1625.757,On Cue.,95,,
269,0.97,1625.757,1632.063,"Thank you, Derek . Thank you for your patience as we work through technology issues.",96,,
270,0.97,1632.063,1640.739,"Up next is thy, followed by Steve.",96,,
271,0.97,1640.739,1654.185,"Hello, my name is guy and I am calling in support of 140142.",97,,
272,0.97,1654.185,1662.093,I just want to address some of the Pushback we are getting from the other side which is trying to Deflate criticism of Israel and anti-Semitism.,97,,
273,0.97,1662.093,1666.965,Clearly none of these people have opposed to end the deadly exchange campaign.,97,,
274,0.97,1666.965,1668.867,I have read the legislation.,97,,
275,0.97,1668.867,1684.282,This bill will stop Trainings and all communications with those that have human rights violations.,97,,
276,0.97,1684.282,1686.518,This bill does not target them specifically over any other country.,97,,
277,0.97,1686.518,1690.221,"Our goal is to make Seattle safer for all community members which includes black, Muslim, and Palestinian residents.",97,,
278,0.97,1690.221,1697.829,I urge city Councilmembers to recognize when ultra right organizers attack community members for their own political agenda.,97,,
279,0.97,1697.829,1703.802,Thank you.,97,,
280,0.97,1703.802,1705.437,Thank you for calling in today.,98,,
281,0.97,1705.437,1712.11,"Up next is Steve Lincoln, followed by Joe consular and Robert.",98,,
282,0.97,1712.11,1712.911,"Good afternoon, council.",99,,
283,0.97,1712.911,1720.418,My name is Steve Lincoln and I am calling in opposition to bill 120142.,99,,
284,0.97,1720.418,1741.139,"This bill does not prevent the Seattle police Department from working with countries like Russia, China, or Iran . Instead the sole target of this bill is Israel . In 2006, a gunman entered the Belltown office of the Seattle Jewish Federation.",99,,
285,0.97,1741.139,1748.446,"He shot all six of the ladies present, killing one, Pam, who was a volunteer that day.",99,,
286,0.97,1748.446,1754.552,"The shooter's motive, he said he was angry at Israel.",99,,
287,0.97,1754.552,1760.091,"This Demonizes the Jewish state of Israel and by Association, against the Jewish people.",99,,
288,0.97,1760.091,1762.494,Why?,99,,
289,0.97,1762.494,1767.565,The bill's sponsor is associated with a movement that is angry at Israel.,99,,
290,0.97,1767.565,1771.803,This Council should reject the bill.,99,,
291,0.97,1771.803,1773.805,"Thank you, Steve.",100,,
292,0.97,1773.805,1784.983,Next up is Joe followed by Robert . and we will hear from you Otis.,100,,
293,0.97,1784.983,1791.923,"While good afternoon, Council President.",101,,
294,0.97,1791.923,1798.029,It is always an honor to call in and give you a piece of my heart.,101,,
295,0.97,1798.029,1811.442,"In managing the councils of fairs, in case you don't check your Twitter mentions, they are very unhappy with how Seattle city government has been running things lately.",101,,
296,0.97,1811.442,1821.152,"You know, there is an entire Twitter thread complaining greatly about how Mayor Durkan has violated public record.",101,,
297,0.97,1821.152,1832.764,"I call upon you to find the courage if you really want to be Mayor and really want my endorsement, Impeach and try Mayor Durkan.",101,,
298,0.97,1832.764,1841.072,I call on you to throw out the Anti-Somatic racist and inhumane resolution by Councilmember Sawant for crimes against humanity.,101,,
299,0.97,1841.072,1848.479,"I know you do a renowned job as Council President, so thanks for your hard work.",101,,
300,0.97,1848.479,1850.081,I hope you are doing well.,101,,
301,0.97,1850.081,1857.555,Next is Robert M followed by sue Otis.,102,,
302,0.97,1857.555,1864.495,And I have Kelsey McGrath showing up as not present.,102,,
303,0.97,1864.495,1870.702,"Kelsey, if you can hear me, double check those credentials and make sure you are calling into the right number.",102,,
304,0.97,1870.702,1872.37,"Robert, welcome.",102,,
305,0.97,1872.37,1872.971,Thank you.,103,,
306,0.97,1872.971,1877.208,I am a resident of district 5.,103,,
307,0.97,1877.208,1893.291,"I am calling to urge the Council to reject the Anti- Israel bill, the 140142. it is not about policing, rather under the guise of neutral language the bill targets the world's only Jewish majority state, Israel.",103,,
308,0.97,1893.291,1909.941,Israel's training of police departments is about responding to terror and mass casualty incidents . It has nothing to do with the Seattle police Department's policing of minority communities . Israel's training seeks to save lives.,103,,
309,0.97,1909.941,1922.387,"As a Jew, like the overwhelming majority of Jews in a job of raising anti-Semitism, I feel attacked by a bill that targets Israel.",103,,
310,0.97,1922.387,1924.722,Reject this divisive bill.,103,,
311,0.97,1924.722,1928.226,Thank you.,103,,
312,0.97,1928.226,1929.761,"Thank you for calling in, Robert.",104,,
313,0.97,1929.761,1937.602,"Up next is sue, followed by Martin.",104,,
314,0.97,1939.57,1954.385,My name is sue Otis and I live in district 2. I have worked on peace in the Middle East since 1986 with Israelis and Palestinians.,105,,
315,0.97,1954.385,1967.598,Separate anti-Semitism from Canada SIZING violent governments . The Israeli government has perpetuated all kinds of murderous attacks on Palestinians.,105,,
316,0.97,1967.598,1973.237,Please support this bill . It is not just against the Israeli government.,105,,
317,0.97,1973.237,1982.046,Please do not equate Anti- Semitism against all Jews by criticizing violent moves of the government.,105,,
318,0.97,1982.046,1989.187,This ordinance would prohibit the Seattle police Department from training with any country that violates human rights.,105,,
319,0.97,1989.187,1990.788,There are many.,105,,
320,0.97,1990.788,1996.227,"That is seen globally, locally.",105,,
321,0.97,1996.227,2003.334,Be brave and support the bill.,105,,
322,0.97,2003.334,2003.634,Thank you.,105,,
323,0.97,2003.634,2008.84,Up next is Martin followed by Marco Stewart.,106,,
324,0.97,2008.84,2014.145,"Go ahead, Martin.",106,,
325,0.97,2014.145,2016.547,My name is Martin and I am a Southern Pagan.,107,,
326,0.97,2016.547,2025.923,I grew up in a reservation on Montana . I moved to Seattle after struggling with an addiction for many years.,107,,
327,0.97,2025.923,2032.029,"My brother and my Cousin both connected me to Kings in, the shelter in downtown Seattle.",107,,
328,0.97,2032.029,2040.171,I checked in and completed a Coucil.Seattle.Gov day drug free treatment program.,107,,
329,0.97,2040.171,2046.077,It is really important for me to have sober housing.,107,,
330,0.97,2046.077,2053.184,I will be surrounded by a native community that will help me stay sober.,107,,
