index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
32,0.97,175.275,184.017,"Once I call a Speaker's name, you will hear a prompt, once you hear that prompt you will need to press Star six to Unmute yourself.",13,,
33,0.97,184.017,190.523,Please begin by stating your name and the item which you are addressing on the agenda.,13,,
34,0.97,190.523,196.195,Speakers will hear a time when 10 seconds are left of the allotted time.,13,,
35,0.97,196.195,200.533,Once the Speaker hears the Chime we ask that you wrap up your public comment.,13,,
36,0.97,200.533,210.31,"If speakers do not end there comments at the end of the time, speakers microphone will be muted after 10 seconds to allow us to call on the next Speaker.",13,,
37,0.97,210.31,214.714,"Once you have completed your public comment, we ask that you Disconnect from the line.",13,,
38,0.97,214.714,222.422,If you plan to continue following this meeting please do so on the Seattle Channel.,13,,
39,0.97,222.422,226.259,There are nearly 40 people signed up for public comment.,13,,
40,0.97,226.259,253.653,"In order to allow as many speakers to speak as possible, what I intend to do, after the first fifth teen minutes as listed on the agenda for public comment, if there are no objections I will amend the agenda to allow additional units of public comment, I will determine that once we get farther down the public comment list.",13,,
41,0.97,253.653,273.573,"Those speakers, after I amend the agenda to allow for more time for public comment, that Ast batch of speakers, the time will be reduced from two minutes to one minute of public testimony so that we can allow for more people to speak",13,,
42,0.97,273.573,276.209,With not move on comments and we will start with the first speaker.,14,,
43,0.97,276.209,281.547,The first Speaker is Tiffany McCoy.,14,,
44,0.97,281.547,284.784,Good morning.,15,,
45,0.97,284.784,289.989,My name is Tiffany McCoy I am the leader Organizer for real change.,15,,
46,0.97,289.989,298.264,Thank you to Councilmember Herbold for having this discussion on the Criminalization of poverty.,15,,
47,0.97,298.264,301.868,Second chances should not be confined to people who can afford lawyers.,15,,
48,0.97,301.868,307.74,According to the center for American progress one in three people in the U. S. have a criminal record.,15,,
49,0.97,307.74,319.118,"Of color, those living in poverty and other groups experienced disproportionate negative impact related to the criminal legal system.",15,,
50,0.97,319.118,332.799,These disparities reflect discriminatory policies that fuels systemic inequities which vary families for generations and perpetuate the cycle of poverty.,15,,
51,0.97,332.799,346.546,"The city attorney, Pete Holmes, in a recent letter to the city council said quote, several provisions in this a bill codify what my office already practices.",15,,
52,0.97,346.546,346.813,Unquote.,15,,
53,0.97,346.813,363.429,"When the opposition to this a bill makes sweeping, emotionally charged claims like this guy is going to fall or this is a get out of jail free card, please NOTE this is sheriff Mongering.",15,,
54,0.97,363.429,368.067,We appreciate the city attorney's position but he will not be in office forever.,15,,
55,0.97,368.067,371.738,The low-level offenders should not depend on the moral convictions of one individual.,15,,
56,0.97,371.738,377.543,The idea of this ordinance is still being formulated and the early attacks against the are rooted in the Anti-Poverty bias.,15,,
57,0.97,377.543,387.987,From this discussion we look forward to advocating for this proposal.,15,,
58,0.97,387.987,389.722,Thank you.,15,,
59,0.97,389.722,390.79,"Thank you, Tiffany.",16,,
60,0.97,390.79,394.694,The next Speaker is Howard Dale.,16,,
61,0.97,394.694,399.332,Good morning.,17,,
62,0.97,399.332,405.905,"Howard Dale, District 7 Commenting on [Indiscernible] accountability.",17,,
63,0.97,405.905,424.791,"In 2017 the [Indiscernible] log review published a review as a oversight of [Indiscernible] to the U. S. it included quote, the weak civilian review board is worse than no civilian review board because it gives a illusion of accountability and it provides little or no accountability.",17,,
64,0.97,424.791,430.93,A week civilian review board plea would.,17,,
65,0.97,430.93,431.197,Unquote.,17,,
66,0.97,431.197,445.678,This morning's discussion about police accountability should only have in this meeting to abuse by the SPD and the families of people who were recently murdered.,17,,
67,0.97,445.678,455.087,Instead you will present a antiseptic and heartless display from the accountability partner nothing more than gas lighting.,17,,
68,0.97,455.087,464.764,Seattle's police accountability partners will waste your time in a Charade to avoid asking the question before us.,17,,
69,0.97,464.764,476.309,"It police reform has been working so well in Seattle, how did seven years of reform produce a police force that has weeded out death and abuse over the last year?",17,,
70,0.97,476.309,483.082,Seven years of policy accountability have allowed the most egregious abuse seen today.,17,,
71,0.97,483.082,492.992,In a review--asked them why they fail to take notice.,17,,
72,0.97,492.992,498.097,Ask OPA how and why they negotiated a time extension in investigating the murder.,17,,
73,0.97,498.097,508.808,I think it is fairly clear that it is convenient for the police Union and the OPA to push this into the future so that it avoids public scrutiny.,17,,
74,0.97,508.808,516.115,Ask all these agencies--one short hearing in August.,17,,
75,0.97,516.115,524.657,"Please, get real about police accountability.",17,,
76,0.97,524.657,524.991,Thank you.,17,,
77,0.97,524.991,525.658,"Thank you, Howard.",18,,
78,0.97,525.658,529.128,The next Speaker is don Blakely.,18,,
79,0.97,529.128,529.528,Good morning.,19,,
80,0.97,529.528,539.872,"My name is don Blakely I live in Capitol Hill in district 3 and I work with the downtown Seattle Association which works with areas seven, three into.",19,,
81,0.97,539.872,554.754,Today I'm here to speak with you about public safety and the heightened concerns we are hearing from her neighbors and Stakeholders in downtown who are seeing a rise in criminal activity against the back top of hundreds of businesses closing their doors.,19,,
82,0.97,554.754,563.696,Last year in partnership with communities across the city we took a deep look at the failures of the criminal justice and public health system.,19,,
83,0.97,563.696,567.333,We brought our concerns to you about how this serves our city or the people cycle through them.,19,,
84,0.97,567.333,575.274,The proposal to develop new--if there was a system or alternative to stress the underlying issues.,19,,
85,0.97,575.274,580.846,There is not such a system in place or a proposal to create one.,19,,
86,0.97,580.846,591.824,There has been no analysis of the impact these crimes have on members of our community and no discussion how often this would can be used without meaningful intervention.,19,,
87,0.97,591.824,600.8,"The idea is, in the [Indiscernible] considering the Úimpact and damages brought to us.",19,,
88,0.97,600.8,601.701,Thank you.,19,,
89,0.97,601.701,603.502,Thank you.,20,,
90,0.97,603.502,614.013,Our next Speaker is Steve.,21,,
91,0.97,616.315,617.516,Steve.,21,,
92,0.97,617.516,619.652,Good morning.,22,,
93,0.97,619.652,621.554,This is Steve.,22,,
94,0.97,621.554,655.221,"I live and work in district 7, you brought forward a misdemeanor basic needs offense in response to the budget amendment, our city attorney, Peter Holmes wrote a letter to the Council personally attesting to the direction of prosecution since he took office in 2010 stating that quote, I work to move the city attorney's office from prosecuting property crimes but appeared to be committed out of survival necessity.",22,,
95,0.97,655.221,663.996,"For example, no city Prosecutor is interested in sending an impoverished new parent to jail for sending stealing baby food.",22,,
96,0.97,663.996,671.103,"For residents and business owners in Seattle, the over 7000 instances of Shoplifting that have been reported since the beginning of 2019 are not largely representative of mother stealing baby food.",22,,
97,0.97,671.103,688.988,The city of Seattle has a long history of failing to provide adequate resources to assist personal suffering for mental and behavioral health challenges and provide the basic needs of the population.,22,,
98,0.97,688.988,691.49,Codifying offenses for criminal behavior is not a solution to address those inadequacies.,22,,
99,0.97,691.49,700.533,"To the contrary, justifying renal behavior increases opportunities of abuse by repeat offenders and a peers to reward Perpetrators while denying victims any form of restitution.",22,,
100,0.97,700.533,717.716,"2020 has seen our urban centers abandoned by crime and [Indiscernible] mental and behavioral health challenges, juxtaposed with the community police and navigation team and significant precinct levels detectives charged with investigating crime.",22,,
101,0.97,717.716,732.832,To quote SEC insight broadly dismissing cases without any consequences for the offenders restitution for the victims can create a host of problems for the community that the Council is not prepared to address.,22,,
102,0.97,732.832,740.506,We want our elected officials to support us by focusing on safety and security while providing for the needs of the population.,22,,
103,0.97,740.506,741.674,Thank you for considering my comments.,22,,
104,0.97,741.674,742.441,"Thank you, Steve.",23,,
105,0.97,742.441,748.547,Next week or is Peter.,23,,
106,0.97,748.547,750.95,Good morning.,24,,
107,0.97,750.95,758.657,I am a scientist with district for.,24,,
108,0.97,758.657,760.059,I use he and him pronouns.,24,,
109,0.97,760.059,765.564,I'm calling today in support of changing the law to curb the prosecution of poverty and mental health.,24,,
110,0.97,765.564,776.809,"The criminal punishment system is not providing justice, it is perpetuating racist structures that Camillus poverty and result in a disproportionate number of poor and black people being jailed.",24,,
111,0.97,776.809,783.415,The city spends $20 million a year Incarcerating people.,24,,
112,0.97,783.415,785.284,"With Covid-19, jail can be a death sentence.",24,,
113,0.97,785.284,789.722,If people make it out there often in worse shape than when they went in.,24,,
114,0.97,789.722,794.393,We need to use our legal tools to stop this deadly a justice system.,24,,
115,0.97,794.393,797.029,That is why I support changing this law.,24,,
116,0.97,797.029,799.698,Thank you.,24,,
117,0.97,799.698,800.166,"Thank you, Peter.",25,,
118,0.97,800.166,809.308,The next Speaker is Angie Gerard.,25,,
119,0.97,809.308,809.575,Hello.,26,,
120,0.97,809.575,814.113,My name is Angie I am calling from Ballard in district 6.,26,,
121,0.97,814.113,820.419,Last week and brought daylight a good friend of mine was punched while Jogging up the stairs at Golden gardens park.,26,,
122,0.97,820.419,832.498,He called 911 and found that the camper was harassing other people know officers were available and no intervention occurred.,26,,
123,0.97,832.498,844.076,"Despite having a high concentration of low barrier services and some of the slowest police response times in the city, we have no framework for local public safety ordination or accountability.",26,,
124,0.97,844.076,846.846,No navigation team and no community release team.,26,,
125,0.97,846.846,850.282,Nobody knows who are the anonymous outreach workers.,26,,
126,0.97,850.282,857.823,Had we pass along critical neighborhood details to service providers or judges and prosecutors?,26,,
127,0.97,857.823,865.731,Reduction Anti-Policing has been a mystery of missed opportunities and negative impacts.,26,,
128,0.97,865.731,867.099,Known as champion coordination or accountability.,26,,
129,0.97,867.099,887.419,"Public safety Coronation hasn't been about between block watches in the North precinct advisory Council which attempts to represent 40% of the city's population and yet have no city support for meeting space, Online technology or neighborhood feedback.",26,,
130,0.97,887.419,895.394,Last month dozens of local businesses wrote a letter to city council about the increase crime and they are waiting for a response.,26,,
131,0.97,895.394,901.7,"The city council merges ahead with criminal justice and policing reforms, who is accountable at the local level and how do we participate?",26,,
132,0.97,901.7,903.102,Thank you.,26,,
133,0.97,903.102,904.336,Thank you.,27,,
134,0.97,904.336,914.88,Next Speaker is Camillo Walter.,27,,
135,0.97,915.714,916.048,Camillo Walter.,27,,
136,0.97,916.048,929.495,"If you are with us, we need you to hit Star six to a new to yourself.",27,,
137,0.97,929.495,929.928,Hello.,28,,
138,0.97,929.928,934.767,My name is Camillo Walter I am calling in support of the misdemeanor basic needs offense agenda.,28,,
139,0.97,934.767,939.638,I work at real change I do outreach at Ballard camp.,28,,
140,0.97,939.638,942.007,We we must curb prosecution of poverty and mental health struggles.,28,,
141,0.97,942.007,948.981,The work of the police remains undone until we address the city prosecution and Incarceration system.,28,,
142,0.97,948.981,955.387,It has been alarming to see how much organized opposition there is to this idea even though there is no concrete language drafted.,28,,
143,0.97,955.387,965.798,"Scare Mongering is, attacked the and classic status quo that keep our jails full of people.",28,,
144,0.97,965.798,969.702,We have extreme income inequality in Seattle.,28,,
145,0.97,969.702,977.776,Doing camp outreach I people sleeping in tents in this cold winter weather with no bathroom next to million dollars single family homes.,28,,
146,0.97,977.776,984.149,Poverty is unchecked and we need to recognize and respond to the real condition in this city.,28,,
147,0.97,984.149,987.986,Until we can respond to the basic need of our community we cannot respond to poverty with punishment.,28,,
148,0.97,987.986,997.629,I fully support legislation that would recognize the in accuracy in the system and worked to remove further barriers and trauma for people experiencing poverty.,28,,
149,0.97,997.629,1004.436,"The city spends $20 million a year Incarcerating people, many of whom are poor and Un-House.",28,,
150,0.97,1004.436,1014.913,"Leaving Incarceration with the record is harder to find jobs, housing and stability and that create cycles of Incarceration that does much to victimize people already suffering a little do nothing to protect the public.",28,,
151,0.97,1014.913,1022.521,Thank you Councilmember Herbold for opening up the session.,28,,
152,0.97,1022.521,1024.556,We look Forwardto supporting this effort along the way.,28,,
153,0.97,1024.556,1025.157,Thank you.,29,,
154,0.97,1025.157,1030.229,Next Speaker is mark Crawford.,29,,
155,0.97,1030.229,1031.063,Good morning.,30,,
156,0.97,1031.063,1038.604,My name is mark Crawford I am the interim executive director for the District partnership in district for.,30,,
157,0.97,1038.604,1047.546,I wish to address the proposal for misdemeanor basic need offense.,30,,
158,0.97,1047.546,1050.949,"Number one, we wish the Council to remain true to their desire to Reimagine public safety.",30,,
159,0.97,1050.949,1060.893,Your piecemeal approach leads to flawed public policy and it will have negative associated consequences.,30,,
160,0.97,1060.893,1063.228,"Number two, we asked for a more transparent and inclusive process.",30,,
161,0.97,1063.228,1068.467,No effort has been made to reach out and engage with the neighborhood groups representing neighbors and businesses in this proposal.,30,,
162,0.97,1068.467,1071.203,"Please, engage with your constituents.",30,,
163,0.97,1071.203,1079.378,"Number three, there's nothing in this proposal that deals with repeat offenders.",30,,
164,0.97,1079.378,1082.881,You are providing a defense mechanism without any resources necessary to break the cycle of criminal behavior.,30,,
165,0.97,1082.881,1086.318,"Number four, you have more the victims of the crimes.",30,,
166,0.97,1086.318,1094.426,"If you generally believe that moving the Perpetrators out of the criminal justice system is the path that works, fine.",30,,
167,0.97,1094.426,1098.497,Put your money where your principles are.,30,,
168,0.97,1098.497,1102.734,Establish a funding mechanism to make victims whole again.,30,,
169,0.97,1102.734,1109.041,Victims separate property loss and damage and victim suffering personal injury.,30,,
170,0.97,1109.041,1112.311,Establish a robust office of victim advocacy to guide them through the process to become whole again.,30,,
171,0.97,1112.311,1113.612,Thank you for considering my comments.,30,,
172,0.97,1113.612,1163.128,"Our next Speaker angelica, if you're with us press Star six not hearing from her and coming up on our fifth teen minute Timeframe for public comments, if there is no objection I would like to extend the public comment period another teen minute.",31,,
173,0.97,1163.128,1178.911,"Speakers that will follow, the next 15 or so speakers, I asked you reduce your time to one minute so that we can hear from as many people as possible who signed up.",31,,
174,0.97,1178.911,1187.286,"That, I will do another call outs for angelica.",31,,
175,0.97,1187.286,1192.524,Not hearing from her we will move down to Sabrina --,31,,
176,0.97,1192.524,1196.395,Council members.,32,,
177,0.97,1196.395,1198.43,Hello.,33,,
178,0.97,1198.43,1199.031,Good morning.,34,,
179,0.97,1199.031,1206.872,I am a resident of district to and a member of Decriminalize Seattle.,34,,
180,0.97,1206.872,1210.409,"Like many of the callers this morning and people who have flooded your Inbox, I am afraid.",34,,
181,0.97,1210.409,1221.62,I'm afraid to live in a city where people can take a coat from goodwill or target and face prosecution while trying to stay warm while for poor or feeding a baby while poor.,34,,
182,0.97,1221.62,1233.665,I am afraid to live in a city where we are more comfortable Cycling people through minutes the court then we are giving them a fighting chance to have a judge and jury hear about the circumstances that brought them there.,34,,
183,0.97,1233.665,1240.906,This summer we began a series with the role of police of the city.,34,,
184,0.97,1240.906,1245.277,Council members agreed that for too long police have been asked to deal with social issues including poverty and mental health struggles.,34,,
185,0.97,1245.277,1246.545,They are badly equipped to handle.,34,,
186,0.97,1246.545,1258.957,We ask you to support amending the Miscible code so that people rested by police for the very issues can also make the case to a judge and jury that the struggles do not belong in the criminal system.,34,,
187,0.97,1258.957,1259.358,Thank you.,34,,
188,0.97,1259.358,1261.86,Thank you.,35,,
189,0.97,1261.86,1265.063,Is Sabrina Villanova.,35,,
190,0.97,1265.063,1270.102,Good morning.,36,,
191,0.97,1270.102,1271.97,I am here speaking on the misdemeanor proposal.,36,,
192,0.97,1271.97,1292.29,"On the half of small businesses that work in downtown Seattle the last time I gave public comment were on the heels of the deadly shooting on, I share the negative impact that my tenants were dealing with including theft, burglary, Harassment and property damage.",36,,
193,0.97,1292.29,1296.128,At that time the community was asking for more police officers and a plan to increase public safety.,36,,
194,0.97,1296.128,1297.796,They are asking for people to be held accountable.,36,,
195,0.97,1297.796,1307.506,You can imagine the frustration that now a proposal is being made to Decriminalize crime and further take away protections for people that the laws were created for.,36,,
196,0.97,1307.506,1319.885,"Decriminalization of crime is not a solution, please do not pass this legislation, instead, focus on and come up with a plan to stop repeat offenders who are committing most of the crime.",36,,
197,0.97,1319.885,1320.318,Thank you.,36,,
198,0.97,1320.318,1320.719,Thank you.,37,,
199,0.97,1320.719,1329.628,Next Speaker is Noah.,38,,
200,0.97,1329.628,1329.961,Hello.,39,,
201,0.97,1329.961,1334.132,"My name is Noah, I am a resident of district three.",39,,
202,0.97,1334.132,1340.372,I'm speaking on behalf of Hunter's capital real estate which has been a business owner in Capitol Hill for over 40 years.,39,,
203,0.97,1340.372,1348.346,Capitol Hill has been hit by the economic impact of Covid and many businesses have gone other under and others are hanging on.,39,,
204,0.97,1348.346,1356.588,"Our neighborhood has been subject to repeated theft, assault and vandalism which is doing nothing but harming the community.",39,,
205,0.97,1356.588,1364.162,We are in support to get help to those who need it the basic need offense does nothing to help those in crisis.,39,,
206,0.97,1364.162,1376.708,Instead of working with neighborhood districts to address the underlying issues Councilmember Herbold spending time and resources on crimes and excuse ..,39,,
207,0.97,1376.708,1381.012,The proposal is turning its back on the businesses that have helped build this neighborhood.,39,,
208,0.97,1381.012,1385.317,We hope for the sake of progress and healing that this proposal does not move forward.,39,,
209,0.97,1385.317,1387.719,Thank you.,39,,
210,0.97,1387.719,1401.8,Next Speaker is Elisha Smith.,40,,
211,0.97,1401.8,1402.2,Hello.,41,,
212,0.97,1402.2,1404.603,Can you hear me,41,,
213,0.97,1404.603,1405.804,"Yes, we can.",42,,
214,0.97,1405.804,1410.108,Some hello my name is.,42,,
215,0.97,1410.108,1420.519,"I live in South Seattle, council member Morales district.",42,,
216,0.97,1420.519,1428.16,I'm calling in support of less prosecution on people who are in poverty.,42,,
217,0.97,1428.16,1452.451,"Are history with crime and conviction and over sentencing have been primarily in on the black community and I would like to see if there is any type of, that is passed in a way that is across the board so that certain crimes do not play out in a racial and equitable way.",42,,
218,0.97,1452.451,1463.695,Only people of privilege are white folks get a pass of not being prosecuted while this falls onto the black community and other people of color.,42,,
219,0.97,1463.695,1465.697,That is my testimony.,42,,
220,0.97,1465.697,1466.064,Thank you.,43,,
221,0.97,1466.064,1476.575,Next Speaker is Megan crews.,43,,
222,0.97,1478.176,1478.477,Megan crews.,43,,
223,0.97,1478.477,1478.777,Hello.,44,,
224,0.97,1478.777,1485.417,I am Megan crews resident in the third Pike neighborhood speaking on the misdemeanor needs offense.,44,,
225,0.97,1485.417,1493.725,Our neighborhood has high levels of drug-related theft for burglary and assault with no dedicated outreach team.,44,,
226,0.97,1493.725,1505.737,"Instead of working to excuse these acts, I agree with the city attorney who went to the Council saying more important than any legislation that you are he could recommend, resources must be provided to assist individuals with the underlying issues that led them to commit the crime.",44,,
227,0.97,1505.737,1508.206,This proposal does not even mention public safety.,44,,
228,0.97,1508.206,1512.177,90% of Misdemeanors are committed by people experiencing poverty.,44,,
229,0.97,1512.177,1521.62,"Does the Council know how many of the cities, might actually qualify under this?",44,,
230,0.97,1521.62,1526.925,"Before the Council takes the criminal code into its own hands, engage with SPD and municipal court and find this out.",44,,
231,0.97,1526.925,1530.095,Refocus your efforts for intervention.,44,,
232,0.97,1530.095,1531.329,Thank you.,45,,
233,0.97,1531.329,1537.502,The next Speaker is Jake Carton.,45,,
234,0.97,1537.502,1541.539,"Jake, are you with us?",45,,
235,0.97,1541.539,1541.806,Hello.,46,,
236,0.97,1541.806,1544.342,My name is Jake.,46,,
237,0.97,1544.342,1552.05,"I am in district for, Longford section of the city.",46,,
238,0.97,1552.05,1563.662,I am calling to support Councilmember Sawant for a true civilian oversight body on police accountability.,46,,
239,0.97,1563.662,1574.773,My concern is that we currently have a community based police accountability system that does not act independently of the police.,46,,
240,0.97,1574.773,1599.597,"I knowledge that the city Council has taken steps to shift resources to help mental health people struggling with mental health, but we have a problem with police showing up to mental health situations and firing weapons that we pay for and killing people.",46,,
241,0.97,1599.597,1608.106,"We have done nothing, yet, as a city to address that issue.",46,,
242,0.97,1608.106,1609.541,"Thank you, Jake.",47,,
243,0.97,1609.541,1615.046,Next Speaker is Ahmed Hussein.,47,,
244,0.97,1615.046,1620.518,Same good morning.,47,,
245,0.97,1620.518,1621.82,I am with bridge and cultural gaps.,47,,
246,0.97,1621.82,1627.726,"I'm calling in support of the, to curb the prosecution of poverty.",47,,
247,0.97,1627.726,1641.539,The work of police remains undone until we address our cities prosecution and Incarceration system I support this change and the law because the current system is actually expensive and harmful.,47,,
248,0.97,1641.539,1649.748,"Not only is it, to incarcerate people suffering from the property, it is also expensive and harmful.",47,,
249,0.97,1649.748,1661.059,"The city spent 20 million last year Incarcerating people, many of whom are poor, homeless and expressing mental health struggles.",47,,
250,0.97,1661.059,1662.761,When they are released they are often in worse shape.,47,,
251,0.97,1662.761,1673.104,"There is nothing more were sent to prosecute people for minor offenses for poverty, drug use and mental health issues.",47,,
252,0.97,1673.104,1673.772,Thank you.,48,,
253,0.97,1673.772,1681.479,The next Speaker is Andrea.,48,,
254,0.97,1681.479,1681.746,Hello.,49,,
255,0.97,1681.746,1692.223,My name is Andrea I live in district 7 representing voices from Iheart downtown Seattle.,49,,
256,0.97,1692.223,1697.796,"Our team members include the unsheltered, the addicted, those living in poverty and with behavioral health issues.",49,,
257,0.97,1697.796,1699.998,We speak on their voices here today.,49,,
258,0.97,1699.998,1704.202,I'm speaking on the basic need defense proposal.,49,,
259,0.97,1704.202,1712.51,As the Councilmembers know we have recruited hundreds of citizens to downtown streets and parks to pick up litter.,49,,
260,0.97,1712.51,1719.451,With daily boots on the ground and streets and parks have a unique eyewitness how law enforcement has impacted the marginalized neighbors.,49,,
261,0.97,1719.451,1723.721,Meet Derek Severson Ptsd living up Belltower.,49,,
262,0.97,1723.721,1728.259,Being a foster child and prior homeless he needs a safer Seattle.,49,,
263,0.97,1728.259,1736.734,Meet Steve who is handicapped using a Stroller having to wade through areas of the park due to open drug use.,49,,
264,0.97,1736.734,1742.574,Meet him and minimum wage worker of food delivery who cannot use his bike safely and parks or charge it.,49,,
265,0.97,1742.574,1745.477,He has been accosted in the park.,49,,
266,0.97,1745.477,1750.148,Meet Josh an addict who told me the only way you can help me is to arrest me and have me sweat it out.,49,,
267,0.97,1750.148,1753.151,Thank you.,50,,
268,0.97,1753.151,1757.088,Our next Speaker is Shawn Johnson.,50,,
269,0.97,1757.088,1770.468,I name is Shawn Johnson I work for Carter Volkswagen and Subaru we are in district 6. we pay a significant amount of property tax and sadly that tax no longer provides the police protection it historically has.,51,,
270,0.97,1770.468,1782.747,"Since August 2020 we have been paying over $21,000 a month for off-duty armed law enforcement to provide customers and employees some sense of detection.",51,,
271,0.97,1782.747,1792.223,We initially hired a Non-Armed security company but that security guard was physically assaulted on his first day by a homeless person who was subsequently not held accountable for the assault.,51,,
272,0.97,1792.223,1799.564,Reducing a person's accountability for criminal conduct is synonymous with Condoning that criminal conduct.,51,,
273,0.97,1799.564,1813.111,If you believe what you observe and measure your policies related to dealing with criminal activity Endemic with the homeless population in the Ballard area is a problem and it is not making a better.,51,,
274,0.97,1813.111,1823.755,"In closing, I urge the Council to not Condone criminal conduct by redefining it to be a disability.",51,,
275,0.97,1823.755,1825.456,Thank you.,52,,
276,0.97,1825.456,1835.967,Next Speaker is Michael Chan.,52,,
277,0.97,1836.701,1837.235,I am here.,53,,
278,0.97,1837.235,1845.109,"My name is Michael Chan I am a Seattle business owner, property owner and a proud longtime member of Seattle Chinatown.",53,,
279,0.97,1845.109,1850.648,My father open up the first 30 years ago.,53,,
280,0.97,1850.648,1858.99,My mother lives in Chinatown and started the seniors in action foundation it Educates and advocates for the rights of thousands of senior citizens living in Chinatown.,53,,
281,0.97,1858.99,1864.662,The reason I signed up to comment is to voice my opinion on Councilwoman Herbold proposal.,53,,
282,0.97,1864.662,1872.604,"I believe it could be reckless to make substance abuse, poverty or mental illness be offensive.",53,,
283,0.97,1872.604,1878.109,My father open the first Chiropractic unit in Chinatown.,53,,
284,0.97,1878.109,1883.581,In June of this year are building burned to the ground leaving our business and many others without a place to live.,53,,
285,0.97,1883.581,1890.488,"Many of us believe the fire was part of, that plagued the city in a two week stretch.",53,,
286,0.97,1890.488,1896.995,"The night before the mill building burned down, the day after there was another building set on fire.",53,,
287,0.97,1896.995,1898.029,These are not isolated instances.,53,,
288,0.97,1898.029,1901.566,This is every day life in Chinatown.,53,,
289,0.97,1901.566,1904.102,I believe we do need --,53,,
290,0.97,1904.102,1907.305,"Thank you, Michael.",54,,
291,0.97,1907.305,1914.012,Next Speaker is Mike Stewart.,54,,
292,0.97,1914.012,1914.545,Good morning.,55,,
293,0.97,1914.545,1919.951,My name is Mike Stewart I'm executive director of Ballard alliance representing hundreds of businesses and residents.,55,,
294,0.97,1919.951,1922.153,I'm here to speak out against the misdemeanor proposal.,55,,
295,0.97,1922.153,1932.13,The alliance conducted a survey to identify the impacts of criminal activity for businesses struggling to survive the pandemic.,55,,
296,0.97,1932.13,1939.037,75% of business owners indicate an increase in crime over the last six months.,55,,
297,0.97,1939.037,1947.545,"Ballard businesses reported 7000 instances of crime or criminal activity, that is 40 crimes per day experienced by 88 businesses, the losses total more than half $1 million.",55,,
298,0.97,1947.545,1953.251,We share this information with city leaders on November 17 at three weeks later we have yet to see a response.,55,,
299,0.97,1953.251,1960.758,Our businesses are fighting to survive the pandemic and the increase of repeat criminal activity increases the problem.,55,,
300,0.97,1960.758,1974.772,"I urge this Committee and all Seattle elected leaders to allocate time and resources to start working now a meaningful public safety solutions, not on public that represents a dangerous--thank you.",55,,
301,0.97,1974.772,1980.678,Next is Valerie.,56,,
302,0.97,1980.678,1981.079,Hello.,57,,
303,0.97,1981.079,1990.254,My name is Valerie I live in beacon Hill and I have been following Seattle police for 10 years.,57,,
304,0.97,1990.254,2005.837,"Seeing that the accountability system is not having significant changes in police behavior, there are many cases with unnecessary police shootings and people in mental health crisis.",57,,
305,0.97,2005.837,2015.413,Many are egregious acts of police violence and protest over the summer should SPD act as if it governs the city and works for itself.,57,,
